,Name,Ratings,Price
197,HP 15 Core i3 6th Gen - (4 GB/2 TB HDD/DOS) 15-bs615TU Laptop,4.1,"₹30,990"
198,Lenovo B50-70 Notebook (4th Gen Ci5/ 8GB/ 1TB/ Win8/ 2GB Graph) (59-427747),3.7,"₹52,490"
199,Asus ROG Core i7 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) GL553VD-FY103T Gaming Laptop,4.4,"₹107,990"
200,HP Envy Core i3 7th Gen - (4 GB/128 GB SSD/Windows 10 Home) 13-ad079TU Thin and Light Laptop,4.3,"₹49,990"
201,Lenovo Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) Ideapad 510 Laptop,4.2,"₹45,990"
202,Asus ROG Core i7 7th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics) GL502VM-FY230T Gam...,3.0,"₹119,990"
203,HP Core i7 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 15-au118TX Laptop,3.5,"₹73,392"
204,HP 15 Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 15q-BU012TX Laptop,4.0,"₹46,990"
205,Dell Inspiron 7000 Core i7 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) 7560 Lap...,4.4,"₹74,990"
206,Acer Spin 1 Pentium Quad Core - (4 GB/500 GB HDD/Windows 10 Home) SP111-31 2 in 1 Laptop,4.1,"₹27,990"
207,Acer Aspire 5 Core i5 8th Gen - (4 GB/1 TB HDD/Windows 10 Home) A515-51G Laptop,4.0,"₹42,999"
208,Asus FX553 Core i7 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) FX553VD-DM013T Gaming Lapto...,4.4,"₹74,990"
209,Acer Swift 3 Core i5 8th Gen - (8 GB/1 TB HDD/128 GB SSD/Linux/2 GB Graphics) SF315-51G Laptop,4.7,"₹60,990"
210,Dell Inspiron Core i7 6th Gen - (16 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) 7559 Gaming ...,4.0,"₹99,990"
211,Dell Vostro 15 3000 Core i3 6th Gen - (4 GB/1 TB HDD/Linux) 3568 Laptop,4.3,"₹27,990"
212,Lenovo Core i5 7th Gen - (8 GB/256 GB SSD/Windows 10 Home) IP 520S Laptop,4.7,"₹59,990"
213,Asus EeeBook Celeron Dual Core - (2 GB/32 GB EMMC Storage/Windows 10 Home) E402NA-GA022T Laptop,4.2,"₹14,490"
214,Asus VivoBook S14 Core i7 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) S410UA-EB367T Thin and ...,4.3,"₹72,990"
215,HP Pavilion Power Core i7 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) 15-cb052T...,5.0,"₹95,257"
216,Lenovo Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) IP 520 Laptop,4.3,"₹69,890"
217,Acer Nitro 5 Core i7 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) AN515-51 Gaming Laptop,4.5,"₹64,990"
218,Lenovo B Core i3 4th Gen - (4 GB/1 TB HDD/Windows 8 Pro) B40-80 Business Laptop,4.1,"₹34,549"
219,Dell 5000 Core i7 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) 5577 Gaming Lapto...,4.4,"₹83,990"
220,Asus VivoBook APU Dual Core A9 - (4 GB/500 GB HDD/Windows 10 Home) X542BA-GQ024T Laptop,3.0,"₹23,490"
221,Dell Inspiron 5000 Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home) 5378 2 in 1 Laptop,4.1,"₹67,994"
222,Lenovo Core i7 6th Gen - (8 GB/512 GB SSD/Windows 10 Home) Yoga 900 2 in 1 Laptop,3.7,"₹89,990"
223,HP 15 Core i7 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 15g-br010TX Laptop,4.3,"₹59,990"
224,Lenovo Legion Core i5 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) LN Y520-15IKB...,4.6,"₹74,990"
225,HP 15 APU Quad Core A12 - (4 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 15-bw091AX Laptop,4.5,"₹36,990"
226,Acer Aspire Core i7 4th Gen - (12 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) VN7-591G Gaming Laptop,3.7,"₹84,990"
227,HP Envy Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) 13-ad126TU Thin and Light Laptop,3.9,"₹74,990"
228,Dell Inspiron 15 5000 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 5570 Laptop,4.2,"₹57,990"
229,Lenovo Yoga Book Atom Quad Core - (4 GB/64 GB EMMC Storage/Windows 10 Home) yb1-x91l 2 in 1 Laptop,3.7,"₹39,990"
230,Acer Nitro 5 Spin Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) NP515-51 Laptop,4.2,"₹79,990"
231,Acer Spin 1 Pentium Quad Core - (4 GB/500 GB HDD/Windows 10 Home) SP111-31 2 in 1 Laptop,4.0,"₹29,999"
232,HP i3 Core i3 6th Gen - (4 GB/1 TB HDD/DOS) BU003TU Laptop,4.3,"₹27,953"
233,HP Pentium Quad Core - (4 GB/1 TB HDD/DOS) 15-ay085tu Laptop,4.1,"₹22,890"
234,HP 15 Core i3 6th Gen - (8 GB/2 TB HDD/DOS/2 GB Graphics) 15-bs659TX Laptop,3.8,"₹36,490"
235,HP Imprint Core i3 6th Gen - (4 GB/1 TB HDD/DOS) 15-BS542TU Laptop,4.2,"₹28,390"
236,Dell Vostro 15 3000 Core i3 6th Gen - (4 GB/1 TB HDD/Windows 10 Home) 3568 Laptop,4.8,"₹30,290"
237,HP Envy Core i5 7th Gen - (8 GB/256 GB SSD/Windows 10 Home) 13-ab069TU Thin and Light Laptop,4.0,"₹69,990"
238,HP Imprint Pentium Quad Core - (4 GB/1 TB HDD/DOS) 15-BS545TU Laptop,3.8,"₹23,490"
239,HP Envy Core i7 7th Gen - (8 GB/512 GB SSD/Windows 10 Home) 13-ab070TU Thin and Light Laptop,4.4,"₹79,990"
240,HP Pavilion Core i5 8th Gen - (8 GB/1 TB HDD/8 GB SSD/Windows 10 Home/2 GB Graphics) 15-CC129TX Laptop,4.4,"₹60,790"
241,HP Pavilion Core i7 8th Gen - (8 GB/2 TB HDD/Windows 10 Home/4 GB Graphics) 15-CC134TX Laptop,5.0,"₹73,475"
242,HP Pavilion Core i5 8th Gen - (8 GB/2 TB HDD/Windows 10 Home/4 GB Graphics) 15-CC132TX Laptop,4.5,"₹65,600"
243,HP Pavilion Power Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 15-cb518TX Gaming La...,5.0,"₹78,290"
244,HP Core i5 7th Gen - (8 GB/1 TB HDD/DOS) 348 G4 Laptop,3.3,"₹47,260"
245,Asus X Core i3 6th Gen - (4 GB/1 TB HDD/DOS) X541UA-GO1345D Laptop,3.8,"₹26,849"
246,Asus Vivobook Core i5 7th Gen - (8 GB/1 TB HDD/DOS/2 GB Graphics) R542UQ-DM164 Laptop,4.2,"₹42,390"
247,Dell Inspiron 5000 Core i7 7th Gen - (8 GB/1 TB HDD/Windows 10 Home) 5578 2 in 1 Laptop,4.4,"₹78,990"
248,Acer Aspire F5 Core i7 6th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) F5-572G Laptop,3.9,"₹53,990"
249,HP Core i3 6th Gen - (8 GB/1 TB HDD/DOS) BS544TU Laptop,3.3,"₹30,990"
250,Asus Vivobook Max Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) A541UV-DM977T Laptop,4.2,"₹35,299"
251,Dell Inspiron Core i3 5th Gen - (4 GB/1 TB HDD/Windows 10 Home) 3558 Laptop,3.9,"₹34,000"
252,Acer Aspire Core i3 6th Gen - (4 GB/1 TB HDD/Linux/2 GB Graphics) E5-575G Laptop,4.3,"₹32,987"
253,Asus R558UQ Core i5 7th Gen - (4 GB/1 TB HDD/DOS/2 GB Graphics) DM539D Laptop,4.4,"₹41,400"
254,Asus R558UQ Core i5 7th Gen - (4 GB/1 TB HDD/DOS/2 GB Graphics) DM513D Laptop,4.3,"₹42,786"
255,HP Core i3 6th Gen - (4 GB/1 TB HDD/Windows 10 Home) 15-ay544TU Laptop,4.0,"₹34,990"
256,Dell Core i5 6th Gen - (8 GB/256 GB SSD/Windows 10 Home) XPS 13 Thin and Light Laptop,4.4,"₹88,990"
257,Asus Vivobook Max Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10) X541UA-DM1358T Laptop,3.5,"₹32,499"
258,Acer Core i3 6th Gen - (4 GB/128 GB SSD/Windows 10 Home) SA5-271-35BE 2 in 1 Laptop,4.5,"₹50,980"
259,HP A Series APU Quad Core A6 - (4 GB/500 GB HDD/Windows 10 Home) bg007AU Laptop,4.5,"₹23,990"
260,Acer Nitro 5 Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) AN515-51 Gaming Laptop,4.5,"₹75,999"
261,Asus VivoBook S15 Core i7 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) S510UN-BQ052T Laptop,3.8,"₹67,440"
262,Lenovo Ideapad 320 Core i3 6th Gen - (4 GB/1 TB HDD/DOS) IP 320E-15ISK Laptop,4.1,"₹26,820"
263,Lenovo Ideapad 310 Core i5 7th Gen - (4 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) IP 310-15IKB Laptop,3.9,"₹45,900"
264,HP AMD APU Dual Core A6 7th Gen - (4 GB/1 TB HDD/DOS) bw096au Laptop,3.0,"₹22,475"
265,HP Core i3 6th Gen - (4 GB/1 TB HDD/DOS) 15-ay542TU Laptop,3.9,"₹28,499"
266,Asus R Series Core i5 7th Gen - (8 GB/1 TB HDD/DOS/2 GB Graphics) R558UQ-DM1286D Laptop,3.9,"₹45,299"
267,Acer Nitro 5 Core i7 7th Gen - (16 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) AN515-51 Gami...,4.7,"₹92,999"
268,Lenovo Core i5 5th Gen - (4 GB/500 GB HDD/Windows 8.1) 500 2 in 1 Laptop,4.2,"₹54,000"
269,Dell 3000 APU Quad Core E2 6th Gen - (4 GB/500 GB HDD/Windows 10 Home) 3555 Laptop,3.7,"₹25,400"
270,HP Core i5 6th Gen - (4 GB/500 GB HDD/DOS) 240 G5 Laptop,4.5,"₹40,000"
271,HP G APU Quad Core E2 - (4 GB/500 GB HDD/DOS) 245 Laptop,4.0,"₹19,700"
272,HP ProBook Core i5 7th Gen - (4 GB/500 GB HDD/DOS) 440 Laptop,3.9,"₹58,485"
273,Dell Inspiron Core i3 6th Gen - (4 GB/1 TB HDD/DOS) 3567 Laptop,3.9,"₹28,915"
274,HP Pavilion x360 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 11-AD031TU 2 in 1 Laptop,4.1,"₹42,490"
275,Lenovo Y Series Core i7 6th Gen - (16 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) Y700-15ISK...,4.3,"₹89,999"
276,Dell Inspiron 5000 Core i5 6th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 5559 Laptop,3.7,"₹54,895"
277,Asus R-SERIES Core i5 7th Gen - (4 GB/1 TB HDD/DOS/2 GB Graphics) R558UQ-DM542D Laptop,4.8,"₹42,800"
278,Asus Vivobook Max Core i3 7th Gen - (4 GB/1 TB HDD/DOS/2 GB Graphics) A541UV-DM978 Laptop,3.9,"₹34,290"
279,Asus X SERIES Core i3 6th Gen - (4 GB/1 TB HDD/DOS) X541UA-DM883D Laptop,4.5,"₹27,999"
280,Dell Inspiron 5000 Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home) 5578 2 in 1 Laptop,4.2,"₹72,990"
281,Asus VivoBook S15 Core i7 8th Gen - (16 GB/1 TB HDD/128 GB SSD/Windows 10 Home/2 GB Graphics) S510UN-B...,4.8,"₹79,999"
282,Asus X Series Core i3 7th Gen - (4 GB/1 TB HDD/DOS) X541UA-DM1232D Laptop,3.9,"₹27,390"
283,Asus ROG Core i7 7th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics) GL553VE-FY127T Ga...,3.3,"₹112,990"
284,HP G Series Core i3 5th Gen - (4 GB/500 GB HDD/DOS) 240 G5 Y1S93PA Laptop,3.0,"₹25,900"
285,HP AY503TX Core i5 6th Gen - (8 GB/1 TB HDD/DOS/2 GB Graphics) AY503TX Laptop,4.2,"₹43,990"
286,Dell Inspiron 15 3000 Series Core i3 6th Gen - (4 GB/1 TB HDD/Windows 10 Home) 3567 Laptop,3.8,"₹34,350"
287,HP Core i3 5th Gen - (4 GB/1 TB HDD/DOS) 15-AC184TU Laptop,4.1,"₹28,490"
288,Dell Inspiron 5000 Core i7 6th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 5559 Laptop,4.2,"₹64,990"
289,Dell Inspiron Core i7 6th Gen - (16 GB/2 TB HDD/Windows 10 Home/4 GB Graphics) 5559 Laptop,3.4,"₹72,990"
290,Dell Vostro Core i3 4th Gen - (4 GB/500 GB HDD/Windows 10) 3558 Laptop,4.1,"₹33,000"
291,Acer E Series Core i3 6th Gen - (4 GB/1 TB HDD/Linux) Aspire E5-575-3203 Laptop,4.3,"₹26,819"
292,Dell Vostro Core i3 6th Gen - (4 GB/1 TB HDD/Windows 10) 3568 Laptop,4.0,"₹29,390"
293,Asus Core i3 6th Gen - (4 GB/1 TB HDD/DOS) X541UA-GO1345D Laptop,3.9,"₹26,539"
294,Dell Inspiron 5000 Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 5567 Laptop,4.1,"₹57,990"
295,Dell Inspiron 5000 Core i7 6th Gen - (16 GB/2 TB HDD/Windows 10 Home/4 GB Graphics) 5559 Laptop,3.8,"₹73,990"
296,Acer Aspire ES1 Core i3 6th Gen - (4 GB/500 GB HDD/Windows 10 Home) ES1-572-36YW Laptop,4.0,"₹29,990"
297,HP 15 Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 15g-br011TX Laptop,4.3,"₹54,990"
298,Acer Aspire APU Quad Core A10 5th Gen - (4 GB/1 TB HDD/Windows 10/2 GB Graphics) E5-553G Laptop,4.0,"₹35,300"
299,Dell Inspiron Core i5 6th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 5559i581tb4gbw10SM Lapto...,4.0,"₹49,990"
300,Asus ROG Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) GL553VD-FY130T Gaming Laptop,4.6,"₹75,990"
301,Asus FX Series Core i7 7th Gen - (8 GB/1 TB HDD/Linux/2 GB Graphics) FX553VD Gaming Laptop,4.6,"₹65,999"
302,Lenovo V series Core i3 6th Gen - (4 GB/1 TB HDD/DOS) v110 Laptop,4.3,"₹28,499"
303,Dell Inspiron Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 5567 Laptop,4.1,"₹59,990"
304,Asus ROG Core i7 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) GL553VE-FY047T Gaming Laptop,4.7,"₹85,990"
305,HP 14 Core i5 5th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 14-al111tx Laptop,4.5,"₹70,300"
306,Asus FX Core i5 7th Gen - (8 GB/1 TB HDD/Linux/2 GB Graphics) FX553VD-DM324 Gaming Laptop,4.0,"₹69,990"
307,HP x360 Core i3 7th Gen - (4 GB/1 TB HDD/8 GB SSD/Windows 10 Home/2 GB Graphics) 14-ba075TX 2 in 1 Lap...,4.4,"₹48,999"
308,Acer Core i3 5th Gen - (4 GB/1 TB HDD/Windows 10 Home) E5-573-36RP Laptop,3.9,"₹36,500"
309,Asus Core i7 7th Gen - (8 GB/1 TB HDD/Endless/4 GB Graphics) FX553VD-DM013 Gaming Laptop,4.4,"₹72,000"
310,Dell Inspiron Core i5 6th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 5559i581tb2gbw10WG Lapto...,3.5,"₹53,990"
311,HP 15 Celeron Dual Core - (4 GB/1 TB HDD/DOS) 15-BS614TU Laptop,4.3,"₹24,999"
312,HP Pavilion Core i7 6th Gen - (16 GB/2 TB HDD/Windows 10 Home/4 GB Graphics) 15-au008TX Laptop,4.1,"₹84,999"
313,HP Core i3 6th Gen - (4 GB/1 TB HDD/Windows 10 Home) 15-ay543TU Laptop,4.0,"₹33,900"
314,Asus Asus R Series Core i7 7th Gen - (8 GB/1 TB HDD/DOS/2 GB Graphics) R558UQ-DM701D Laptop,4.1,"₹55,890"
315,Dell Inspiron 5000 Core i7 6th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 5559 Laptop,3.9,"₹58,999"
316,Dell Inspiron Core i5 7th Gen - (8 GB/1 TB HDD/DOS/2 GB Graphics) 15-3567 Laptop,4.4,"₹48,500"
317,Dell Inspiron 15 5000 Core i7 8th Gen - (8 GB/2 TB HDD/Windows 10 Home/4 GB Graphics) 5570 Laptop,4.7,"₹73,250"
318,Lenovo IP500 Core i5 6th Gen - (4 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 14ISK Laptop,3.0,"₹49,990"
319,Asus ROG Core i7 6th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) GL552VX-DM261T Gaming Laptop,4.4,"₹79,990"
320,HP APU Quad Core A8 - (4 GB/1 TB HDD/DOS/2 GB Graphics) 15-BA017AX Laptop,3.3,"₹29,999"
321,Dell Inspiron 15 5000 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 5570 Laptop,4.5,"₹58,890"
322,HP Pavilion Core i7 6th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 15-AU009TX Laptop,4.3,"₹72,249"
323,Dell 3000 Core i3 4th Gen - (4 GB/500 GB HDD/Windows 10 Home/128 MB Graphics) Latitude 3460 Laptop,5.0,"₹34,990"
324,Dell Inspiron 5000 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 5378 2 in 1 Laptop,3.6,"₹49,000"
325,Lenovo Ideapad 500 Core i5 6th Gen - (4 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 500-15ISK Laptop,3.0,"₹50,370"
326,HP Core i3 5th Gen - (4 GB/1 TB HDD/Windows 10 Home) 15-ay020TU Laptop,4.0,"₹29,990"
327,HP x360 Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home) 13-u133tu 2 in 1 Laptop,4.6,"₹59,490"
328,HP 240 G5 Series Core i3 6th Gen - (4 GB/1 TB HDD/DOS) 3MT94PA Laptop,3.8,"₹25,990"
329,Asus A555LF Core i3 4th Gen - (4 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) A555LF-XX150T Laptop,4.5,"₹32,590"
330,MSI GS60 2PL Ghost Notebook (4th Gen Ci7/ 8GB/ 1TB/ Win8.1/ 2GB Graph),3.6,"₹109,990"
331,Asus Vivobook S15 Core i7 8th Gen - (16 GB/1 TB HDD/128 GB SSD/Windows 10/2 GB Graphics) S510UN-BQ139T...,4.8,"₹79,990"
332,MSI GL Core i7 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) GL62 7RD Gaming Laptop,3.4,"₹79,990"
333,Lenovo Yoga 500 Core i5 5th Gen - (4 GB/500 GB HDD/8 GB SSD/Windows 10 Home/2 GB Graphics) Yoga-500 2 ...,4.5,"₹53,980"
334,Acer Aspire Core i3 6th Gen - (4 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) E5-575G Laptop,3.9,"₹37,438"
335,Dell Inspiron Core i7 6th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 5559 Laptop,3.5,"₹68,990"
336,HP 15 Core i3 6th Gen - (4 GB/1 TB HDD/Windows 10 Home) 15-be014TU Laptop,4.1,"₹31,990"
337,Acer Pentium Quad Core - (4 GB/500 GB HDD/Windows 10 Home) One 14 Laptop,3.9,"₹21,000"
338,Acer Aspire Pentium Quad Core - (4 GB/1 TB HDD/Linux) ES1-533 Laptop,3.8,"₹21,680"
339,Dell Inspiron Core i7 6th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 5559 Laptop,4.0,"₹64,980"
340,Dell Vostro Celeron Dual Core 5th Gen - (4 GB/500 GB HDD/Linux) 3558 Laptop,3.8,"₹23,500"
341,Lenovo Core i3 6th Gen - (4 GB/500 GB HDD/DOS) Ideapad 110 Laptop,4.1,"₹26,000"
342,Acer Aspire Celeron Dual Core - (2 GB/500 GB HDD/Linux) ES1-533-C1SX Laptop,3.8,"₹18,990"
343,Dell Inspiron Core i7 6th Gen - (8 GB/256 GB SSD/Windows 10 Home) 7359 2 in 1 Laptop,3.6,"₹69,990"
344,Lenovo Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 510 Laptop,3.9,"₹66,990"
345,HP Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Pro) 348 G4 Business Laptop,4.2,"₹59,077"
346,Acer E SERIES APU Quad Core A8 5th Gen - (4 GB/1 TB HDD/Linux) ES1-521 Laptop,3.9,"₹22,289"
347,HP 15 Core i3 6th Gen - (8 GB/1 TB HDD/DOS/2 GB Graphics) 15-BS579TX Laptop,4.1,"₹39,000"
348,Dell Inspiron 7348 (2-in-1 Laptop) (Core i5 5th Gen/ 8GB/ 500GB/ Win8.1/ Touch) (734858500iST),4.1,"₹73,000"
349,HP Core i5 6th Gen - (4 GB/1 TB HDD/DOS/2 GB Graphics) 15-be015TX Laptop,4.1,"₹41,980"
350,Lenovo Core i7 7th Gen - (8 GB/2 TB HDD/Windows 10 Home/4 GB Graphics) 510 Laptop,3.8,"₹82,390"
351,Dell 15 3000 Core i3 4th Gen - (4 GB/500 GB HDD/Windows 8 Pro) 3558 Business Laptop,4.3,"₹32,000"
352,Dell Inspiron Core i5 6th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 5559 Laptop,4.1,"₹55,000"
353,Dell 5000 Core i3 6th Gen - (4 GB/1 TB HDD/Windows 10 Home) 5368 2 in 1 Laptop,4.0,"₹51,000"
354,Lenovo Ideapad 500s Core i5 6th Gen - (4 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 500S-14ISK Laptop,4.0,"₹47,777"
355,HP Core i3 6th Gen - (4 GB/500 GB HDD/DOS) 240 G5 Laptop,3.8,"₹28,490"
356,HP Pavilion x360 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 13-u104tu 2 in 1 Laptop,4.0,"₹48,000"
357,Acer Aspire E Core i5 5th Gen - (4 GB/1 TB HDD/Linux) E5-573 Laptop,4.0,"₹38,999"
358,Lenovo Core i5 7th Gen - (16 GB/2 TB HDD/Windows 10 Home/4 GB Graphics) IP 520 Laptop,4.4,"₹73,990"
359,HP Imprint Celeron Dual Core - (4 GB/500 GB HDD/Windows 10 Home) 15-BS548TU Laptop,3.9,"₹23,975"
360,Lenovo 310 Core i5 6th Gen - (8 GB/1 TB HDD/DOS/2 GB Graphics) IP 310 Laptop,4.2,"₹50,200"
361,HP Imprint Celeron Dual Core - (4 GB/500 GB HDD/DOS) 15-BS549TU Laptop,3.8,"₹20,215"
362,HP Core i7 7th Gen - (8 GB/512 GB SSD/Windows 10 Home) 13-V122TU Thin and Light Laptop,3.8,"₹113,990"
363,Dell Inspiron 7000 Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 7460 Laptop,3.9,"₹66,900"
364,Acer E Series Celeron Dual Core - (2 GB/500 GB HDD/Linux) ES1-132 Laptop,3.0,"₹18,990"
365,Lenovo Core i7 6th Gen - (16 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) Y700 Gaming Laptop,4.3,"₹134,990"
366,MSI P Core i7 7th Gen - (8 GB/1 TB HDD/DOS/2 GB Graphics) PL62 7RC Gaming Laptop,4.7,"₹59,990"
367,Dell Inspiron 15 5000 Core i5 8th Gen - (8 GB/2 TB HDD/Windows 10 Home/4 GB Graphics) 5570 Laptop,3.7,"₹62,780"
368,Asus R Core i5 7th Gen - (8 GB/1 TB HDD/DOS/2 GB Graphics) R541UJ-DM265 Laptop,3.2,"₹42,990"
369,Dell Vostro Pentium Dual Core 5th Gen - (4 GB/500 GB HDD/Linux) 3558 Laptop,4.1,"₹28,490"
370,HP Core i5 7th Gen - (16 GB/2 TB HDD/Windows 10 Home/4 GB Graphics) 15-au113TX Laptop,4.3,"₹67,990"
371,Dell Inspiron Core i7 6th Gen - (8 GB/1 TB HDD/8 GB SSD/Windows 10 Home/4 GB Graphics) 7559 Gaming Lap...,3.8,"₹90,000"
372,Dell Inspiron Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 5567 Laptop,4.1,"₹55,990"
373,Dell 3000 Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10/2 GB Graphics) 3567 Laptop,3.5,"₹47,389"
374,Dell Inspiron 5000 Core i5 7th Gen - (8 GB/1 TB HDD/Ubuntu/2 GB Graphics) Inspiron Laptop,4.0,"₹47,990"
375,Asus X Series Pentium Quad Core 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) X541NA-GO121T Laptop,3.8,"₹28,500"
376,Asus X Series Celeron Dual Core 7th Gen - (4 GB/500 GB HDD/Windows 10 Home) X541NA-GO017T Laptop,4.6,"₹22,500"
377,Dell Inspiron 5000 Core i7 7th Gen - (16 GB/2 TB HDD/Windows 10 Home/4 GB Graphics) 5567 Laptop,4.2,"₹82,990"
378,Dell 5000 Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 5577 Gaming Laptop,4.4,"₹71,300"
379,Dell Inspiron 15 5000 Core i7 8th Gen - (8 GB/2 TB HDD/Windows 10 Home/4 GB Graphics) 5570 Laptop,3.6,"₹71,990"
380,Dell 3000 Core i3 6th Gen - (4 GB/1 TB HDD/Windows 10 Home) 3567 Laptop,3.8,"₹30,489"
381,Dell Inspiron Core i5 7th Gen - (4 GB/1 TB HDD/DOS) 3567 Laptop,4.0,"₹34,990"
382,Asus VivoBook Max Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) A541UV-DM978T Laptop,4.3,"₹35,350"
383,HP NOTEBOOK Core i5 8th Gen - (4 GB/1 TB HDD/Windows 10 Home) 3FQ20PA#ACJ Laptop,3.2,"₹41,786"
384,Lenovo Core i7 7th Gen - (8 GB/2 TB HDD/Windows 10 Home/4 GB Graphics) 510 Laptop,4.1,"₹67,500"
385,Lenovo Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 510 Laptop,4.2,"₹67,490"
386,HP 15 APU Quad Core A10 - (4 GB/1 TB HDD/DOS/2 GB Graphics) 15-bw084AX Laptop,4.2,"₹30,990"
387,Dell Inspiron Core i3 6th Gen - (4 GB/1 TB HDD/Windows 10/2 GB Graphics) 3567 Laptop,3.7,"₹35,990"
388,Acer Aspire V3 Core i5 5th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) V3-574G Laptop,4.2,"₹47,990"
389,Asus Zen Book 3 Series Core i7 7th Gen - (16 GB/512 GB SSD/Windows 10) UX390UA-GS048T Thin and Light L...,5.0,"₹145,990"
