,name,salePrice,customerRating
409,"""HP Stream 14-ax020nr 14"""" Laptop, Windows 10 Home, Office 365 Personal 1-year subscription included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage""",199.99,3.711
410,"""Lenovo ideapad 320 15.6"""" Laptop, Windows 10, AMD A9-9420 Dual-Core Processor, 4GB RAM, 1TB Hard Drive - Platinum Grey""",249.0,3.333
411,"HP Stream 14-ax030wm 14” Smoke Gray, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron Processor N3060, 4GB Memory, 32GB Storage",219.0,3.682
412,"""HP Pavilion 15-au020wm 15.6"""" Manhattan Gold Laptop, Windows 10, Intel Core i5-6200U Processor, 8GB Memory, 1TB Hard Drive""",546.0,3.743
413,"""Refurbished HP Natural Silver 15.6"""" Envy Laptop PC with Intel Core i5-5200U Processor, 6GB Memory, touch screen, 1TB Hard Drive and Windows 10 Home""",469.0,2.158
414,"""Epik Teqnio ELL1201T 12.5"""" Laptop, Windows 10 Home, Intel Atom x5-Z8350 Processor, 2GB RAM, 32GB Flash Drive""",129.0,2.643
415,"""Refurbished HP Stream 14"""" Laptop, Windows 10 Home, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage""",139.0,3.026
416,"""Teqnio 10.1"""" Ultra Slim Laptop with Windows 10, Intel Atom Processor, 2GB memory, 32GB storage, Front Facing Camera, 6 hour battery - Available in assorted colors""",119.0,3.583
417,"""Dell Black 15.6"""" Inspiron i3552 Laptop PC with Intel Celeron N3050 Processor, 4GB Memory, 500GB Hard Drive and Windows 10 Home""",349.0,3.71
418,"""iView Maximus II 11.6"""" Laptop, Touchscreen, 2-in-1, Windows 10, Intel Bay Trail Z3735F Processor, 2GB RAM, 32GB Storage""",109.0,2.787
419,"HP Silver Iridium A12 15-cd040wm 15.6” Laptop, Touchscreen, Windows 10 Home, AMD Quad-Core A12-9720P, 12GB Memory, 1TB Hard Drive",449.0,3.615
420,"""HP 17-Bs010Nr 17.3"""" Laptop, Windows 10 Home, Intel Pentium N3710 Quad-Core Processor, 4GB RAM, 1TB Hard Drive""",514.46,4.333
421,"""HP 15-Bw010Nr 15.6"""" Laptop, Windows 10, Windows 10, AMD Dual-Core E2-9000e Processor, 4GB RAM, 500GB Hard Drive""",299.99,3.0
422,"""14"""" Full HD IPS screen Laptop, Ultra-Slim Laptop, Windows 10, Intel Atom Quad Core Processor, 2GB RAM, 32GB Flash Storage with a Carry Case included""",199.0,2.838
423,"""HP 17-Bs020Nr 17.3"""" Laptop, Touchscreen, Windows 10 Home, Intel Core i3-6006U Dual-Core Processor, 8GB RAM, 1TB Hard Drive""",515.0,4.333
424,"""HP 14-Bw010Nr 14"""" Laptop, Windows 10 Home, AMD E2-9000e Dual-Core Processor, 4GB RAM, 500GB Hard Drive""",,3.222
425,"""Dell - Inspiron 15.6"""" Laptop - AMD A9-- 8GB - AMD Radeon R5 Graphics - 1TB HD - Red""",399.0,3.575
426,"""HP Stream 11.6"""" Laptop, Windows 10 Home, Office 365 Personal 1-year subscription included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage""",199.0,3.508
427,"""HP 15-BA015WM,15.6"""" Laptop, Windows 10, AMD E2-7110 Quad Core Processor, 4GB Memory, 500GB Hard Drive, DVD""",296.0,3.294
428,"""HP 15-ay041wm 15.6"""" Silver Fusion Laptop, Touch Screen, Windows 10, Intel Core i3-6100U Processor, 8GB Memory, 1TB Hard Drive""",483.0,3.955
429,"""HP Jaguar 15-bs070wm, 15.6"""" Natural Silver Touch Laptop, Windows 10, Intel Core i5-7200U Processor, 8GB Memory, 1TB Hard Drive""",489.0,4.556
430,"""Acer CB3-532-C47C 15.6"""" Chromebook, Chrome OS, Intel Celeron N3060 Dual-Core Processor, 2GB RAM, 16GB Internal Storage""",199.0,4.057
431,"""Lenovo ideapad 320 15.6"""" Laptop, Windows 10, Intel Pentium N4200 Quad-Core Processor, 4GB RAM, 1TB Hard Drive - Denim Blue""",289.0,2.967
432,"""Refurbished HP Black 15.6"""" 15-f233wm Laptop PC with Intel Celeron N3050 Processor, 4GB Memory, 500GB Hard Drive and Windows 10 Home""",189.0,3.37
433,"""HP Stream 14-ax020nr 14"""" Laptop, Windows 10 Home, Office 365 Personal 1-year subscription included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage""",199.99,3.711
434,"""HP Pavilion 15-au020wm 15.6"""" Manhattan Gold Laptop, Windows 10, Intel Core i5-6200U Processor, 8GB Memory, 1TB Hard Drive""",546.0,3.743
435,"HP Stream 14-ax030wm 14” Smoke Gray, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron Processor N3060, 4GB Memory, 32GB Storage",219.0,3.682
436,"""Epik Teqnio ELL1201T 12.5"""" Laptop, Windows 10 Home, Intel Atom x5-Z8350 Processor, 2GB RAM, 32GB Flash Drive""",129.0,2.643
437,"""HP 17-Bs010Nr 17.3"""" Laptop, Windows 10 Home, Intel Pentium N3710 Quad-Core Processor, 4GB RAM, 1TB Hard Drive""",514.46,4.333
438,"""Refurbished HP Natural Silver 15.6"""" Envy Laptop PC with Intel Core i5-5200U Processor, 6GB Memory, touch screen, 1TB Hard Drive and Windows 10 Home""",469.0,2.158
439,"""Refurbished HP Stream 14"""" Laptop, Windows 10 Home, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage""",139.0,3.026
440,"""Teqnio 10.1"""" Ultra Slim Laptop with Windows 10, Intel Atom Processor, 2GB memory, 32GB storage, Front Facing Camera, 6 hour battery - Available in assorted colors""",119.0,3.583
441,"""Dell Black 15.6"""" Inspiron i3552 Laptop PC with Intel Celeron N3050 Processor, 4GB Memory, 500GB Hard Drive and Windows 10 Home""",349.0,3.71
442,"""iView Maximus II 11.6"""" Laptop, Touchscreen, 2-in-1, Windows 10, Intel Bay Trail Z3735F Processor, 2GB RAM, 32GB Storage""",109.0,2.787
443,"HP Silver Iridium A12 15-cd040wm 15.6” Laptop, Touchscreen, Windows 10 Home, AMD Quad-Core A12-9720P, 12GB Memory, 1TB Hard Drive",449.0,3.615
444,"""HP 15-Bw010Nr 15.6"""" Laptop, Windows 10, Windows 10, AMD Dual-Core E2-9000e Processor, 4GB RAM, 500GB Hard Drive""",299.99,3.0
445,"""14"""" Full HD IPS screen Laptop, Ultra-Slim Laptop, Windows 10, Intel Atom Quad Core Processor, 2GB RAM, 32GB Flash Storage with a Carry Case included""",199.0,2.838
446,"""HP 17-Bs020Nr 17.3"""" Laptop, Touchscreen, Windows 10 Home, Intel Core i3-6006U Dual-Core Processor, 8GB RAM, 1TB Hard Drive""",515.0,4.333
447,"""HP 14-Bw010Nr 14"""" Laptop, Windows 10 Home, AMD E2-9000e Dual-Core Processor, 4GB RAM, 500GB Hard Drive""",,3.222
448,"""HP 15-Bs030Nr 15.6"""" Laptop, Touchscreen, Windows 10, Intel Core i5-7200U Processor, 8GB RAM, 1TB Hard Drive""",549.99,4.25
449,"""HP Pavilion X360 13-U163Nr 13.3"""" Laptop, 2-in-1, Touchscreen, Windows 10 Home, Intel Core i5-7200U Dual-Core Processor, 8GB RAM, 1TB Hard Drive""",599.99,4.0
450,"""HP Stream 11.6"""" Laptop, Windows 10 Home, Office 365 Personal 1-year subscription included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage""",199.0,3.508
451,"""HP 15-BA015WM,15.6"""" Laptop, Windows 10, AMD E2-7110 Quad Core Processor, 4GB Memory, 500GB Hard Drive, DVD""",296.0,3.294
452,"""HP 15-ay041wm 15.6"""" Silver Fusion Laptop, Touch Screen, Windows 10, Intel Core i3-6100U Processor, 8GB Memory, 1TB Hard Drive""",483.0,3.955
453,"""HP Jaguar 15-bs070wm, 15.6"""" Natural Silver Touch Laptop, Windows 10, Intel Core i5-7200U Processor, 8GB Memory, 1TB Hard Drive""",489.0,4.556
454,"""Acer CB3-532-C47C 15.6"""" Chromebook, Chrome OS, Intel Celeron N3060 Dual-Core Processor, 2GB RAM, 16GB Internal Storage""",199.0,4.057
455,"""Lenovo ideapad 320 15.6"""" Laptop, Windows 10, Intel Pentium N4200 Quad-Core Processor, 4GB RAM, 1TB Hard Drive - Denim Blue""",289.0,2.967
456,"""Refurbished HP Black 15.6"""" 15-f233wm Laptop PC with Intel Celeron N3050 Processor, 4GB Memory, 500GB Hard Drive and Windows 10 Home""",189.0,3.37
457,"""HP Stream 14-ax020nr 14"""" Laptop, Windows 10 Home, Office 365 Personal 1-year subscription included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage""",199.99,3.711
458,"""Lenovo ideapad 320 15.6"""" Laptop, Windows 10, AMD A9-9420 Dual-Core Processor, 4GB RAM, 1TB Hard Drive - Platinum Grey""",249.0,3.333
459,"HP Stream 14-ax030wm 14” Smoke Gray, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron Processor N3060, 4GB Memory, 32GB Storage",219.0,3.682
460,"""HP Pavilion 15-au020wm 15.6"""" Manhattan Gold Laptop, Windows 10, Intel Core i5-6200U Processor, 8GB Memory, 1TB Hard Drive""",546.0,3.743
461,"""Refurbished HP Natural Silver 15.6"""" Envy Laptop PC with Intel Core i5-5200U Processor, 6GB Memory, touch screen, 1TB Hard Drive and Windows 10 Home""",469.0,2.158
462,"""Epik Teqnio ELL1201T 12.5"""" Laptop, Windows 10 Home, Intel Atom x5-Z8350 Processor, 2GB RAM, 32GB Flash Drive""",129.0,2.643
463,"""Refurbished HP Stream 14"""" Laptop, Windows 10 Home, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage""",139.0,3.026
464,"""Teqnio 10.1"""" Ultra Slim Laptop with Windows 10, Intel Atom Processor, 2GB memory, 32GB storage, Front Facing Camera, 6 hour battery - Available in assorted colors""",119.0,3.583
465,"""Dell Black 15.6"""" Inspiron i3552 Laptop PC with Intel Celeron N3050 Processor, 4GB Memory, 500GB Hard Drive and Windows 10 Home""",349.0,3.71
466,"""iView Maximus II 11.6"""" Laptop, Touchscreen, 2-in-1, Windows 10, Intel Bay Trail Z3735F Processor, 2GB RAM, 32GB Storage""",109.0,2.787
467,"HP Silver Iridium A12 15-cd040wm 15.6” Laptop, Touchscreen, Windows 10 Home, AMD Quad-Core A12-9720P, 12GB Memory, 1TB Hard Drive",449.0,3.615
468,"""HP 17-Bs010Nr 17.3"""" Laptop, Windows 10 Home, Intel Pentium N3710 Quad-Core Processor, 4GB RAM, 1TB Hard Drive""",514.46,4.333
469,"""HP 15-Bw010Nr 15.6"""" Laptop, Windows 10, Windows 10, AMD Dual-Core E2-9000e Processor, 4GB RAM, 500GB Hard Drive""",299.99,3.0
470,"""14"""" Full HD IPS screen Laptop, Ultra-Slim Laptop, Windows 10, Intel Atom Quad Core Processor, 2GB RAM, 32GB Flash Storage with a Carry Case included""",199.0,2.838
471,"""HP 17-Bs020Nr 17.3"""" Laptop, Touchscreen, Windows 10 Home, Intel Core i3-6006U Dual-Core Processor, 8GB RAM, 1TB Hard Drive""",515.0,4.333
472,"""HP 14-Bw010Nr 14"""" Laptop, Windows 10 Home, AMD E2-9000e Dual-Core Processor, 4GB RAM, 500GB Hard Drive""",,3.222
473,"""HP 15-Bs030Nr 15.6"""" Laptop, Touchscreen, Windows 10, Intel Core i5-7200U Processor, 8GB RAM, 1TB Hard Drive""",549.99,4.25
474,"""HP Pavilion X360 13-U163Nr 13.3"""" Laptop, 2-in-1, Touchscreen, Windows 10 Home, Intel Core i5-7200U Dual-Core Processor, 8GB RAM, 1TB Hard Drive""",599.99,4.0
475,"""HP 15-BA015WM,15.6"""" Laptop, Windows 10, AMD E2-7110 Quad Core Processor, 4GB Memory, 500GB Hard Drive, DVD""",296.0,3.294
476,"""HP 15-ay041wm 15.6"""" Silver Fusion Laptop, Touch Screen, Windows 10, Intel Core i3-6100U Processor, 8GB Memory, 1TB Hard Drive""",483.0,3.955
477,"""HP Jaguar 15-bs070wm, 15.6"""" Natural Silver Touch Laptop, Windows 10, Intel Core i5-7200U Processor, 8GB Memory, 1TB Hard Drive""",489.0,4.556
478,"""Acer CB3-532-C47C 15.6"""" Chromebook, Chrome OS, Intel Celeron N3060 Dual-Core Processor, 2GB RAM, 16GB Internal Storage""",199.0,4.057
479,"""Lenovo ideapad 320 15.6"""" Laptop, Windows 10, Intel Pentium N4200 Quad-Core Processor, 4GB RAM, 1TB Hard Drive - Denim Blue""",289.0,2.967
480,"""Refurbished HP Black 15.6"""" 15-f233wm Laptop PC with Intel Celeron N3050 Processor, 4GB Memory, 500GB Hard Drive and Windows 10 Home""",189.0,3.37
481,"""HP Stream 14-ax020nr 14"""" Laptop, Windows 10 Home, Office 365 Personal 1-year subscription included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage""",199.99,3.711
482,"""Lenovo ideapad 320 15.6"""" Laptop, Windows 10, AMD A9-9420 Dual-Core Processor, 4GB RAM, 1TB Hard Drive - Platinum Grey""",249.0,3.333
483,"HP Stream 14-ax030wm 14” Smoke Gray, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron Processor N3060, 4GB Memory, 32GB Storage",219.0,3.682
484,"""HP Pavilion 15-au020wm 15.6"""" Manhattan Gold Laptop, Windows 10, Intel Core i5-6200U Processor, 8GB Memory, 1TB Hard Drive""",546.0,3.743
485,"""Refurbished HP Natural Silver 15.6"""" Envy Laptop PC with Intel Core i5-5200U Processor, 6GB Memory, touch screen, 1TB Hard Drive and Windows 10 Home""",469.0,2.158
486,"""Epik Teqnio ELL1201T 12.5"""" Laptop, Windows 10 Home, Intel Atom x5-Z8350 Processor, 2GB RAM, 32GB Flash Drive""",129.0,2.643
487,"""Refurbished HP Stream 14"""" Laptop, Windows 10 Home, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage""",139.0,3.026
488,"""Teqnio 10.1"""" Ultra Slim Laptop with Windows 10, Intel Atom Processor, 2GB memory, 32GB storage, Front Facing Camera, 6 hour battery - Available in assorted colors""",119.0,3.583
489,"""Dell Black 15.6"""" Inspiron i3552 Laptop PC with Intel Celeron N3050 Processor, 4GB Memory, 500GB Hard Drive and Windows 10 Home""",349.0,3.71
490,"""iView Maximus II 11.6"""" Laptop, Touchscreen, 2-in-1, Windows 10, Intel Bay Trail Z3735F Processor, 2GB RAM, 32GB Storage""",109.0,2.787
491,"HP Silver Iridium A12 15-cd040wm 15.6” Laptop, Touchscreen, Windows 10 Home, AMD Quad-Core A12-9720P, 12GB Memory, 1TB Hard Drive",449.0,3.615
492,"""HP 17-Bs010Nr 17.3"""" Laptop, Windows 10 Home, Intel Pentium N3710 Quad-Core Processor, 4GB RAM, 1TB Hard Drive""",514.46,4.333
493,"""HP 15-Bw010Nr 15.6"""" Laptop, Windows 10, Windows 10, AMD Dual-Core E2-9000e Processor, 4GB RAM, 500GB Hard Drive""",299.99,3.0
494,"""14"""" Full HD IPS screen Laptop, Ultra-Slim Laptop, Windows 10, Intel Atom Quad Core Processor, 2GB RAM, 32GB Flash Storage with a Carry Case included""",199.0,2.838
495,"""HP 17-Bs020Nr 17.3"""" Laptop, Touchscreen, Windows 10 Home, Intel Core i3-6006U Dual-Core Processor, 8GB RAM, 1TB Hard Drive""",515.0,4.333
496,"""HP 14-Bw010Nr 14"""" Laptop, Windows 10 Home, AMD E2-9000e Dual-Core Processor, 4GB RAM, 500GB Hard Drive""",,3.222
497,"""HP 15-Bs030Nr 15.6"""" Laptop, Touchscreen, Windows 10, Intel Core i5-7200U Processor, 8GB RAM, 1TB Hard Drive""",549.99,4.25
498,"""HP Pavilion X360 13-U163Nr 13.3"""" Laptop, 2-in-1, Touchscreen, Windows 10 Home, Intel Core i5-7200U Dual-Core Processor, 8GB RAM, 1TB Hard Drive""",599.99,4.0
499,"""Refurbished HP 14-ak040wm 14"""" Chromebook, Chrome, Intel Celeron N2940 Processor, 4GB RAM, 16GB eMMC Drive""",169.0,4.238
500,"""HP 15-ay041wm 15.6"""" Silver Fusion Laptop, Touch Screen, Windows 10, Intel Core i3-6100U Processor, 8GB Memory, 1TB Hard Drive""",483.0,3.955
501,"""HP Jaguar 15-bs070wm, 15.6"""" Natural Silver Touch Laptop, Windows 10, Intel Core i5-7200U Processor, 8GB Memory, 1TB Hard Drive""",489.0,4.556
502,"""Acer CB3-532-C47C 15.6"""" Chromebook, Chrome OS, Intel Celeron N3060 Dual-Core Processor, 2GB RAM, 16GB Internal Storage""",199.0,4.057
503,"""Lenovo ideapad 320 15.6"""" Laptop, Windows 10, Intel Pentium N4200 Quad-Core Processor, 4GB RAM, 1TB Hard Drive - Denim Blue""",249.0,2.967
504,"""Refurbished HP Black 15.6"""" 15-f233wm Laptop PC with Intel Celeron N3050 Processor, 4GB Memory, 500GB Hard Drive and Windows 10 Home""",189.0,3.37
505,"""HP Stream 14-ax020nr 14"""" Laptop, Windows 10 Home, Office 365 Personal 1-year subscription included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage""",199.99,3.711
506,"""Lenovo ideapad 320 15.6"""" Laptop, Windows 10, AMD A9-9420 Dual-Core Processor, 4GB RAM, 1TB Hard Drive - Platinum Grey""",249.0,3.333
507,"HP Stream 14-ax030wm 14” Smoke Gray, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron Processor N3060, 4GB Memory, 32GB Storage",219.0,3.682
508,"""HP Pavilion 15-au020wm 15.6"""" Manhattan Gold Laptop, Windows 10, Intel Core i5-6200U Processor, 8GB Memory, 1TB Hard Drive""",546.0,3.743
509,"""Refurbished HP Natural Silver 15.6"""" Envy Laptop PC with Intel Core i5-5200U Processor, 6GB Memory, touch screen, 1TB Hard Drive and Windows 10 Home""",469.0,2.158
510,"""Epik Teqnio ELL1201T 12.5"""" Laptop, Windows 10 Home, Intel Atom x5-Z8350 Processor, 2GB RAM, 32GB Flash Drive""",129.0,2.643
511,"""Refurbished HP Stream 14"""" Laptop, Windows 10 Home, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage""",139.0,3.026
512,"""Teqnio 10.1"""" Ultra Slim Laptop with Windows 10, Intel Atom Processor, 2GB memory, 32GB storage, Front Facing Camera, 6 hour battery - Available in assorted colors""",119.0,3.583
513,"""Dell Black 15.6"""" Inspiron i3552 Laptop PC with Intel Celeron N3050 Processor, 4GB Memory, 500GB Hard Drive and Windows 10 Home""",349.0,3.71
514,"""iView Maximus II 11.6"""" Laptop, Touchscreen, 2-in-1, Windows 10, Intel Bay Trail Z3735F Processor, 2GB RAM, 32GB Storage""",109.0,2.787
515,"HP Silver Iridium A12 15-cd040wm 15.6” Laptop, Touchscreen, Windows 10 Home, AMD Quad-Core A12-9720P, 12GB Memory, 1TB Hard Drive",449.0,3.615
516,"""HP 17-Bs010Nr 17.3"""" Laptop, Windows 10 Home, Intel Pentium N3710 Quad-Core Processor, 4GB RAM, 1TB Hard Drive""",514.46,4.333
517,"""HP 15-Bw010Nr 15.6"""" Laptop, Windows 10, Windows 10, AMD Dual-Core E2-9000e Processor, 4GB RAM, 500GB Hard Drive""",299.99,3.0
518,"""14"""" Full HD IPS screen Laptop, Ultra-Slim Laptop, Windows 10, Intel Atom Quad Core Processor, 2GB RAM, 32GB Flash Storage with a Carry Case included""",199.0,2.838
519,"""HP 17-Bs020Nr 17.3"""" Laptop, Touchscreen, Windows 10 Home, Intel Core i3-6006U Dual-Core Processor, 8GB RAM, 1TB Hard Drive""",515.0,4.333
520,"""HP 14-Bw010Nr 14"""" Laptop, Windows 10 Home, AMD E2-9000e Dual-Core Processor, 4GB RAM, 500GB Hard Drive""",,3.222
521,"""HP 15-Bs030Nr 15.6"""" Laptop, Touchscreen, Windows 10, Intel Core i5-7200U Processor, 8GB RAM, 1TB Hard Drive""",549.99,4.25
522,"""HP Pavilion X360 13-U163Nr 13.3"""" Laptop, 2-in-1, Touchscreen, Windows 10 Home, Intel Core i5-7200U Dual-Core Processor, 8GB RAM, 1TB Hard Drive""",599.99,4.0
523,"""Refurbished HP 14-ak040wm 14"""" Chromebook, Chrome, Intel Celeron N2940 Processor, 4GB RAM, 16GB eMMC Drive""",169.0,4.238
524,"""HP 15-ay070wm 15.6"""" Realtree Xtra Camo Laptop, Windows 10, Intel Pentium N3710 Processor, 4GB Memory, 1TB Hard Drive""",359.0,3.583
525,"""HP Jaguar 15-bs070wm, 15.6"""" Natural Silver Touch Laptop, Windows 10, Intel Core i5-7200U Processor, 8GB Memory, 1TB Hard Drive""",489.0,4.556
526,"""Acer CB3-532-C47C 15.6"""" Chromebook, Chrome OS, Intel Celeron N3060 Dual-Core Processor, 2GB RAM, 16GB Internal Storage""",199.0,4.057
527,"""Lenovo ideapad 320 15.6"""" Laptop, Windows 10, Intel Pentium N4200 Quad-Core Processor, 4GB RAM, 1TB Hard Drive - Denim Blue""",289.0,2.967
528,"""Refurbished HP Black 15.6"""" 15-f233wm Laptop PC with Intel Celeron N3050 Processor, 4GB Memory, 500GB Hard Drive and Windows 10 Home""",189.0,3.37
529,"""HP Stream 14-ax020nr 14"""" Laptop, Windows 10 Home, Office 365 Personal 1-year subscription included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage""",199.99,3.711
530,"""Lenovo ideapad 320 15.6"""" Laptop, Windows 10, AMD A9-9420 Dual-Core Processor, 4GB RAM, 1TB Hard Drive - Platinum Grey""",249.0,3.333
531,"HP Stream 14-ax030wm 14” Smoke Gray, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron Processor N3060, 4GB Memory, 32GB Storage",219.0,3.682
532,"""HP Pavilion 15-au020wm 15.6"""" Manhattan Gold Laptop, Windows 10, Intel Core i5-6200U Processor, 8GB Memory, 1TB Hard Drive""",546.0,3.743
533,"""Refurbished HP Natural Silver 15.6"""" Envy Laptop PC with Intel Core i5-5200U Processor, 6GB Memory, touch screen, 1TB Hard Drive and Windows 10 Home""",469.0,2.158
534,"""Epik Teqnio ELL1201T 12.5"""" Laptop, Windows 10 Home, Intel Atom x5-Z8350 Processor, 2GB RAM, 32GB Flash Drive""",129.0,2.643
535,"""Refurbished HP Stream 14"""" Laptop, Windows 10 Home, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage""",139.0,3.026
536,"""Teqnio 10.1"""" Ultra Slim Laptop with Windows 10, Intel Atom Processor, 2GB memory, 32GB storage, Front Facing Camera, 6 hour battery - Available in assorted colors""",119.0,3.583
537,"""Dell Black 15.6"""" Inspiron i3552 Laptop PC with Intel Celeron N3050 Processor, 4GB Memory, 500GB Hard Drive and Windows 10 Home""",349.0,3.71
538,"""iView Maximus II 11.6"""" Laptop, Touchscreen, 2-in-1, Windows 10, Intel Bay Trail Z3735F Processor, 2GB RAM, 32GB Storage""",109.0,2.787
539,"HP Silver Iridium A12 15-cd040wm 15.6” Laptop, Touchscreen, Windows 10 Home, AMD Quad-Core A12-9720P, 12GB Memory, 1TB Hard Drive",449.0,3.615
540,"""HP 17-Bs010Nr 17.3"""" Laptop, Windows 10 Home, Intel Pentium N3710 Quad-Core Processor, 4GB RAM, 1TB Hard Drive""",514.46,4.333
541,"""HP 15-Bw010Nr 15.6"""" Laptop, Windows 10, Windows 10, AMD Dual-Core E2-9000e Processor, 4GB RAM, 500GB Hard Drive""",299.99,3.0
542,"""14"""" Full HD IPS screen Laptop, Ultra-Slim Laptop, Windows 10, Intel Atom Quad Core Processor, 2GB RAM, 32GB Flash Storage with a Carry Case included""",199.0,2.838
543,"""HP 17-Bs020Nr 17.3"""" Laptop, Touchscreen, Windows 10 Home, Intel Core i3-6006U Dual-Core Processor, 8GB RAM, 1TB Hard Drive""",515.0,4.333
544,"""HP 14-Bw010Nr 14"""" Laptop, Windows 10 Home, AMD E2-9000e Dual-Core Processor, 4GB RAM, 500GB Hard Drive""",,3.222
545,"""HP 15-Bs030Nr 15.6"""" Laptop, Touchscreen, Windows 10, Intel Core i5-7200U Processor, 8GB RAM, 1TB Hard Drive""",549.99,4.25
546,"""HP Pavilion X360 13-U163Nr 13.3"""" Laptop, 2-in-1, Touchscreen, Windows 10 Home, Intel Core i5-7200U Dual-Core Processor, 8GB RAM, 1TB Hard Drive""",599.99,4.0
547,"""Refurbished HP 14-ak040wm 14"""" Chromebook, Chrome, Intel Celeron N2940 Processor, 4GB RAM, 16GB eMMC Drive""",169.0,4.238
548,"""HP 15-ay070wm 15.6"""" Realtree Xtra Camo Laptop, Windows 10, Intel Pentium N3710 Processor, 4GB Memory, 1TB Hard Drive""",359.0,3.583
549,"""HP 15.6"""" Laptop, Windows 10 Home, AMD A9-9420 Dual-Core Processor, 4GB RAM, 1TB Hard Drive (Assorted Colors)""",379.99,3.8
550,"""Acer CB3-532-C47C 15.6"""" Chromebook, Chrome OS, Intel Celeron N3060 Dual-Core Processor, 2GB RAM, 16GB Internal Storage""",199.0,4.057
551,"""Lenovo ideapad 320 15.6"""" Laptop, Windows 10, Intel Pentium N4200 Quad-Core Processor, 4GB RAM, 1TB Hard Drive - Denim Blue""",289.0,2.967
552,"""Refurbished HP Black 15.6"""" 15-f233wm Laptop PC with Intel Celeron N3050 Processor, 4GB Memory, 500GB Hard Drive and Windows 10 Home""",189.0,3.37
553,"""HP Stream 14-ax020nr 14"""" Laptop, Windows 10 Home, Office 365 Personal 1-year subscription included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage""",199.99,3.711
554,"""Lenovo ideapad 320 15.6"""" Laptop, Windows 10, AMD A9-9420 Dual-Core Processor, 4GB RAM, 1TB Hard Drive - Platinum Grey""",249.0,3.333
555,"HP Stream 14-ax030wm 14” Smoke Gray, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron Processor N3060, 4GB Memory, 32GB Storage",219.0,3.682
556,"""HP Pavilion 15-au020wm 15.6"""" Manhattan Gold Laptop, Windows 10, Intel Core i5-6200U Processor, 8GB Memory, 1TB Hard Drive""",546.0,3.743
557,"""Refurbished HP Natural Silver 15.6"""" Envy Laptop PC with Intel Core i5-5200U Processor, 6GB Memory, touch screen, 1TB Hard Drive and Windows 10 Home""",469.0,2.158
558,"""Epik Teqnio ELL1201T 12.5"""" Laptop, Windows 10 Home, Intel Atom x5-Z8350 Processor, 2GB RAM, 32GB Flash Drive""",129.0,2.643
559,"""Refurbished HP Stream 14"""" Laptop, Windows 10 Home, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage""",139.0,3.026
560,"""Teqnio 10.1"""" Ultra Slim Laptop with Windows 10, Intel Atom Processor, 2GB memory, 32GB storage, Front Facing Camera, 6 hour battery - Available in assorted colors""",119.0,3.583
561,"""Dell Black 15.6"""" Inspiron i3552 Laptop PC with Intel Celeron N3050 Processor, 4GB Memory, 500GB Hard Drive and Windows 10 Home""",349.0,3.71
562,"""iView Maximus II 11.6"""" Laptop, Touchscreen, 2-in-1, Windows 10, Intel Bay Trail Z3735F Processor, 2GB RAM, 32GB Storage""",109.0,2.787
563,"HP Silver Iridium A12 15-cd040wm 15.6” Laptop, Touchscreen, Windows 10 Home, AMD Quad-Core A12-9720P, 12GB Memory, 1TB Hard Drive",449.0,3.615
564,"""HP 17-Bs010Nr 17.3"""" Laptop, Windows 10 Home, Intel Pentium N3710 Quad-Core Processor, 4GB RAM, 1TB Hard Drive""",514.46,4.333
565,"""HP 15-Bw010Nr 15.6"""" Laptop, Windows 10, Windows 10, AMD Dual-Core E2-9000e Processor, 4GB RAM, 500GB Hard Drive""",299.99,3.0
566,"""14"""" Full HD IPS screen Laptop, Ultra-Slim Laptop, Windows 10, Intel Atom Quad Core Processor, 2GB RAM, 32GB Flash Storage with a Carry Case included""",199.0,2.838
567,"""HP 17-Bs020Nr 17.3"""" Laptop, Touchscreen, Windows 10 Home, Intel Core i3-6006U Dual-Core Processor, 8GB RAM, 1TB Hard Drive""",515.0,4.333
